address,blockHash,blockNumber,data,event,exchange,msg.sender,timestamp,token,transactionHash
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0xf0dc50b9ef10703a775ce7347e3f0bf62f80b9f869d4e1b2a28defb77d50c89d,6627994,b'',NewExchange,0x48B04d2A05B6B604d8d5223Fd1984f191DED51af,0xD1C24f50d05946B3FABeFBAe3cd0A7e9938C63F2,1541138144,0x1985365e9f78359a9B6AD760e32412f4a445E862,0x68633c01ef59015cf64d768b8425a2fda461c8bd5166ff21e2f8da3107eb6754
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x6b4aa1e67dbc5f5ac41105a23a59233cf4efc6e4ce2b5e9456a8a0530b6375cb,6627998,b'',NewExchange,0x1aEC8F11A7E78dC22477e91Ed924Fab46e3A88Fd,0xD1C24f50d05946B3FABeFBAe3cd0A7e9938C63F2,1541138173,0x744d70FDBE2Ba4CF95131626614a1763DF805B9E,0x27bb779d5cc8a7c3e9356bf48f08ed7f107140befcdec336c57de6f2acf505cc
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x05f9b72f73e9a82af781eab4627de18fece6c1dcfb1bdcc17546962b4ef98a3f,6628001,b'',NewExchange,0x4e395304655F0796bc3bc63709DB72173b9DdF98,0xD1C24f50d05946B3FABeFBAe3cd0A7e9938C63F2,1541138195,0x42d6622deCe394b54999Fbd73D108123806f6a18,0x06c3c25431b355fe14b10d61086e5c739020517e9d553e65c244326f62720c4b
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x0a121aec58abe22515ed5bba2c7934355e63f6f02992ebd4e633b585b2b4ae59,6628269,b'',NewExchange,0x78BAc62f2A4cD3a7CB7dA2991AFFC7B11590F682,0x11E4857Bb9993a50c685A79AFad4E6F65D518DDa,1541142053,0xfA3E941D1F6B7b10eD84A0C211bfA8aeE907965e,0xe18c2f6ff5617233c04828ec8f1fe767223bf654133814235aec536dbf13f1c1
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x4bd80344ae70a4e045419f51f99308e0ac32890ac397521c227f4ef642525f30,6628380,b'',NewExchange,0x7Ad24a41Ce760232bA2885a91f846ea86C9BaA41,0x11E4857Bb9993a50c685A79AFad4E6F65D518DDa,1541143747,0x78BAc62f2A4cD3a7CB7dA2991AFFC7B11590F682,0xb513f303451405e96d5984135e1a9e7d02e76ec5f72a8141e9c187fdc90bdfbe
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x8a1ceb4675bfb9e7524b55283abbb789a900de09248eb525a316c57befe6e758,6628516,b'',NewExchange,0x657184E418D43A661a91d567182Dc3D1A4179ec4,0x42740f20aEd483B69701A55aB295a2EdC886B1fe,1541145897,0x0Ed024d39d55e486573EE32e583bC37Eb5A6271f,0xe02daaf8d25c427d801c7fb63499782a3f44499278667f6b89d6f4d935afd8b0
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x41cb1ca94cc410b17fb3436b71d66a6b8121a75e4b693730b43c2c6b06351c80,6632362,b'',NewExchange,0x4E0E28d426caf318747B8E05C8B0564A580E39a7,0xAd850d65eB5202f828f5f7883bc0B46ac87e64D4,1541199371,0x919D0131fA5F77D99FBBBBaCe50bCb6E62332bf2,0xcc0f6b8c4403a3c89d1d68fb6fe129c4b402b85c92460a94834b8bc792d61d67
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0xaafff1861ce6f97a9c2218cc8e6199c05dca9fc0ca838147f85bf53f95be75d0,6638520,b'',NewExchange,0xD883264737Ed969d2696eE4B4cAF529c2Fc2A141,0xc3bBF6Bfe155b1444D15a585AD1bEa862ea9E29a,1541286576,0x056Fd409E1d7A124BD7017459dFEa2F387b6d5Cd,0xa9729b6594f0cf7f1104b7af6b90d9be425c2a075cd32b368baf6b4a256e22b8
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x2c19b77d299ca91bf821f631457d122e6be38cd1764091535e72115c2ee4595b,6638555,b'',NewExchange,0xb800445dd982C1311523fD465aC44f55093B2b5B,0xA06dd7ae30EfFCE6D0AA7fd0fE1A0cD4a1329E4D,1541286911,0x4470BB87d77b963A013DB939BE332f927f2b992e,0x2abc1d4541e7c2218e5d30ad1dd2333809dcf83dc3269b9224b3b0b5011656ae
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0xdf13046b05cb3005689f4ef5b867c680ee90058f3318cf5021121853aeaf6e16,6648619,b'',NewExchange,0x174dFb6E6E78C95678580b553eeE7F282B28C795,0x3B2E298b401D1E11cE6ee82b54792CA435CE81eC,1541429923,0x86c8bF8532AA2601151c9DbbF4e4C4804e042571,0x410fb2dd3725beac1158d4d9c59de010c2b23611742371a8875261023f9bcf6b
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x612bf009d1e2fd6314c8a81774f6e418d7c99a8219b155dbbed9eebd4b394b8b,6650139,b'',NewExchange,0x069C97DBA948175D10af4b2414969e0B88d44669,0xc4b258A1f6774bbd42667ea2969cB4175CA1fCd6,1541451612,0xB62132e35a6c13ee1EE0f84dC5d40bad8d815206,0x5d76824435da8d03f42ab0e1b48528fc7ae6a19546fab5cae7dda0ffdd3cdc98
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x5b9e54d287dd1b5564c57e16fbce55ba75c8b4e06d78391498ac9b3964e05ba1,6654368,b'',NewExchange,0x17e5BF07D696eaf0d14caA4B44ff8A1E17B34de3,0xc633810321903c2d238A44358dB7A9794950D04b,1541512055,0x8f3470A7388c05eE4e7AF3d01D8C722b0FF52374,0x365d817ec0f60a5f244fc1d4756b68ff6a938772796fa6915ad7bdba9a485578
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x1168afe8c1c03fb2cabe585ab5f8c99a71b7087aa1cee05ad5422307fabd067c,6654876,b'',NewExchange,0xaA3B3810c8AaDA6cBd2Ce262699903ad7AE6a7ef,0x395d48020EF5e29168706e16258db6c6c4D7d317,1541519149,0x0AbdAce70D3790235af448C88547603b945604ea,0xc34a831e518d52c7a978328cef791934172c6aaaceff86873ed2a9270377c6cb
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0xc41571b7f1b3486bf8aff29d37a2916bfa5f700a2aba7d22b4ee3e008d1ed348,6655658,b'',NewExchange,0xeA3A62838477082d8f2106c43796D636dc78d8A4,0x2D731A3f9d5De3DF5d9980Db8E9c910484979D24,1541530119,0xb683D83a532e2Cb7DFa5275eED3698436371cc9f,0x5781841c18cf308dc9aea58aa717548dbce9f6278f2f07870865f99e14ad4992
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0xede2bd456d1c8c356330a06b2831229e743ffbbeee48837ef52bb3f014614d70,6657847,b'',NewExchange,0x69f276aBd6456152d519D23086031DA7c73F91b8,0x2b053AE11104925fEe42dB51843875a9712236A0,1541561529,0x57Ab1E02fEE23774580C119740129eAC7081e9D3,0x3a8dd87be199a3aa04bda8f7eb6c1d1ddb64bad2e1a3b6f7153f6b5f0a5f753d
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x8eb8d1864457ed238cf0ee5f0b99435c6b5045b0e7af6bc9b8746dbcfa4a840a,6659255,b'',NewExchange,0x60a87cC7Fca7E53867facB79DA73181B1bB4238B,0x988C2BF852D60B05f7545F0762eA5D75B1915279,1541581673,0x419D0d8BdD9aF5e606Ae2232ed285Aff190E711b,0x3684924a13dc2c028640567f39fc27f31c072f2a8cefc4a0fb37710ac02f71b5
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x913580e46638fad9260e286b02330a9849858e4386ec71085d0bd7c8b8726e9b,6659442,b'',NewExchange,0xE18256CD23EFcDC4f95581e86f61EA1b09afD02a,0x759D996FAfCD53f6a0F187c278F34275FE28c78E,1541584258,0x5adc961D6AC3f7062D2eA45FEFB8D8167d44b190,0xf12d0b81400e673714ae66f083fd62ba33280fcd4d9f1ff52c5518432a599538
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0xcb8c1bc4e670da87d24fb4efa71a90d5b55949003b978930c6f5d55d0037f980,6660369,b'',NewExchange,0x055BAb4bcC17d2AB155fff017fC5E093556C6aD2,0x395d48020EF5e29168706e16258db6c6c4D7d317,1541597330,0xEB9951021698B42e4399f9cBb6267Aa35F82D59D,0x8726caa24fcc3311a91e59ad2612cb77c27e85dd3c13aed2f00ae79f99502e30
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x3adee845d3552c51ff61d9ff82697b3340ed4e0136c6639361df0828ee9479c5,6660894,b'',NewExchange,0x2E642b8D59B45a1D8c5aEf716A84FF44ea665914,0x395d48020EF5e29168706e16258db6c6c4D7d317,1541604435,0x0D8775F648430679A709E98d2b0Cb6250d2887EF,0xb72700c8da1e91e9b87e1253642b960901836ad25f48855aa382446f359652ce
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x1fa7cd2ee5d3ceba07dca5545a6fa7cbd9abdb0f7d2575b90fc7112cbfa3751c,6660951,b'',NewExchange,0x38577ccec0cefFD178FD3Be66e1c6f531BFa410e,0xc8F6b14cf78c5947C0088b5B7fF7e694C23DCD07,1541605206,0xaA7a9CA87d3694B5755f213B5D04094b8d0F0A6F,0xb4d12db127d36ff77e08b65cc6d993b5b4562830790ebdc0c2b0f787f046ac7e
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x64c9f95a83a74dc9c091e5c991dc69bee0894a7b5cc5986a67305c0c50ec5f66,6665608,b'',NewExchange,0xEf465915f2D6d8183a7D5eE134A53f00c780d3E9,0xf8adC1d947Be5AA5152a08127e0641bc33d16B1d,1541670834,0x6B01c3170ae1EFEBEe1a3159172CB3F7A5ECf9E5,0x2382e83151bf57e4174ad221efd73eadbe7eef139841ea59174ef8bccb04ebac
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x8c1475a42b6230da2d26d15d78124ec05d869b19333a9b1d8c71bfba27c42f4b,6668287,b'',NewExchange,0xF506828B166de88cA2EDb2A98D960aBba0D2402A,0x911C7d71664ED494310951f6C0d66f79BcD42B37,1541708823,0x93ED3FBe21207Ec2E8f2d3c3de6e058Cb73Bc04d,0x3ff26f09dae91d833a2cb99fe15a831f3b2a7419f8d21eea30a81ccb0f428f8f
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x28418184f920fd82b2d2f1c198c57a70bcaeff27f5469d40b2aa26c3606c703e,6673467,b'',NewExchange,0x1C6c712b1F4a7c263B1DBd8F97fb447c945d3b9a,0x003933989385fAb554623D558523cfD23Cea8503,1541782260,0x41e5560054824eA6B0732E656E3Ad64E20e94E45,0x67a061739f7456a10828620232bbfd5b734db3e4bb01d61f4929e655ae3c5c71
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0xc1540a4e4da820d79c9e451f19a34dc10462b3ff65a2d68a01bef1c54e8e91d9,6673768,b'',NewExchange,0xE79fE64771d5351b936eEaC6222682C3D878063E,0x003933989385fAb554623D558523cfD23Cea8503,1541786343,0xfe5F141Bf94fE84bC28deD0AB966c16B17490657,0x03b46aa72f082a8dd0e4a225149b1b6718a19cf55ffc7ad2ed46e1dc06ede541
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x34fa27fd1e64b3c791542d686186cf36cd0e3675d23e911e700be264bc060582,6673959,b'',NewExchange,0x8a8D7aD4b89D91983cd069C58C4AA9F2f4166298,0x003933989385fAb554623D558523cfD23Cea8503,1541789166,0x7C5A0CE9267ED19B22F8cae653F198e3E8daf098,0x7fb0acb25d5c8c71e7010c867a867819a05b8b7e6d14a7145a0bf0d25a9c5895
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0xc10c8a3f9e1c3997b3cf271bbb4f9816f0bd7bf73f12ab09e04733d3776b58d2,6673963,b'',NewExchange,0x817e391bAf312Dc5078CD7A98a7A0255ac63Ca48,0x003933989385fAb554623D558523cfD23Cea8503,1541789205,0x7728dFEF5aBd468669EB7f9b48A7f70a501eD29D,0x1382d436be4fea164eb75e3311806e6ef0c2c2d22c7bc3161e8c5bf5a058f76f
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x9f5ae2e470d1f3d3a46b657d61d881f040ca87ccd3df6650a98b83612e0a59af,6675074,b'',NewExchange,0xdF02FFeaFdB79e564ae9fdaC6545C5f4c2178400,0x003933989385fAb554623D558523cfD23Cea8503,1541805171,0x8eB24319393716668D768dCEC29356ae9CfFe285,0x66fe820920952e98a24c10ef3325b36faadb0dca0fa6841a9189fbe87731691b
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x64ee32f900ef93135838717d7743fba143abdc7e379d24e51b7a4a86249e462a,6675572,b'',NewExchange,0xa1c467dC897a36689dbbADcC212B212b4f526E49,0x003933989385fAb554623D558523cfD23Cea8503,1541812165,0x5BC7e5f0Ab8b2E10D2D0a3F21739FCe62459aeF3,0x4086ac068c43ea40cee99643ebab5d3c4bc6d945d30d8c50bda08c2f3fea1afd
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x1b0bcacd17c43ee715012ebb473dcd5b5b475583306e7c0109499f41950680ec,6676044,b'',NewExchange,0xE8Bc0a210aAF86dAb4DD600facA5CfE492e2e084,0x003933989385fAb554623D558523cfD23Cea8503,1541819002,0x8Ae4BF2C33a8e667de34B54938B0ccD03Eb8CC06,0xecc2986892b8972baa14a42f3e1df64365efaa1e2aba56048e1f1cca112e031e
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x9b5d38f1929b2ed5241b92a62cca356a2f6cb85ced8d62c22a70380f60cb370f,6676161,b'',NewExchange,0x467fB51D54d7e51eE925F7f1a81AD5f2a0211169,0x00033390560d00f372ae50cD070b8124be5ecE5d,1541820740,0x888666CA69E0f178DED6D75b5726Cee99A87D698,0x95ce4110bcd082f555b6a9d3f4f82dbd396730e08c6c2bd18b8c86adebad4a2f
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x7838e97ebdce8f690002c7f909c40baa6991df2cf7fbe7c8611c9bcd8121ed75,6676273,b'',NewExchange,0x2Bf5A5bA29E60682fC56B2Fcf9cE07Bef4F6196f,0x003933989385fAb554623D558523cfD23Cea8503,1541822120,0x1776e1F26f98b1A5dF9cD347953a26dd3Cb46671,0x95621e3460367f647aca9aa0cfd7e35b965af7e4d556db0931cbecf8164c9378
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0xb5b56e90bd498fc361574a213df807883d61986d3bd158c80315660627867e94,6677091,b'',NewExchange,0x21B8a991A203A440c83450564FDefa3DB10A5004,0x342d835D86650b22bd76bAaF53e93C954673DdE9,1541833619,0xd4c435F5B09F855C3317c8524Cb1F586E42795fa,0x2b67d35a29450e6771ff99ec8f95acf0067247cf520af93274ebf9f4eed178a8
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x4ecab76905332e0b836a62f35b0e14e79ea8b362eb6846f723b81e16367c2582,6681138,b'',NewExchange,0x394e524b47A3AB3D3327f7fF6629dC378c1494a3,0x7A0532bf8293CB4f4273df4A7cD9Ef508925E132,1541890576,0x168296bb09e24A88805CB9c33356536B980D3fC5,0xb1a9c80406239e5f31f1a752b3694e637b7be7c965f5d5804927fcb2771e162e
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x474919c2913313f079a17c430f548f1a2ffec89c58eb4b57c6bb5f73f0a9b25d,6681568,b'',NewExchange,0x43892992B0b102459E895B88601Bb2C76736942c,0xD21e9A1471b65465166E99832Ade5bd1e3a85c9e,1541896947,0x408e41876cCCDC0F92210600ef50372656052a38,0xe78c35068e68b57c1699b322e9ae8f9f6df9b93ecb1d03b7e0cf6e283641bf8f
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0xd3eb19049d5967a342832522c5ee3ce082af928a2388d170c678891ce48a9c50,6681910,b'',NewExchange,0x4B17685b330307C751B47f33890c8398dF4Fe407,0xfDc6a17917115498A3Ed417D4A89224685f26EA3,1541901511,0x12B19D3e2ccc14Da04FAe33e63652ce469b3F2FD,0xba203394b79208efeab0e12b46507a76d94fb560777df593fad8ea9adb22f5a9
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x732520493eea22e6f9b2acc82e6f003be3e2d849338d541088c06214fcbdbdc8,6684263,b'',NewExchange,0x077d52B047735976dfdA76feF74d4d988AC25196,0xb8dc24569eEd78375C71808a865a8A013bD2cB7C,1541935097,0x960b236A07cf122663c4303350609A66A7B288C0,0xf72fbcca0b8fbc901a06160a654cb19b062f233736dd80675928baf1209877e5
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0xdbc104582478db563350024ac927e20c666e86c94982a448db376af3e9dae9e3,6685476,b'',NewExchange,0x28991ac221054bee3a38aE9aD0Fb3D0c3E45d0cF,0x003933989385fAb554623D558523cfD23Cea8503,1541951980,0xE50365f5D679CB98a1dd62D6F6e58e59321BcdDf,0x70c4cf7d3dac23e950d3abe3c012a4a67bf4120b1b475b4e6d8b4208fbc63927
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0xa3d67d683de534c72170d6eae4a5b3dc664f6213de162d644dfd5d76b7036a4b,6685478,b'',NewExchange,0xaec97872D14aC79e95Fff18c169BFd183efc6962,0x003933989385fAb554623D558523cfD23Cea8503,1541951994,0xBEB9eF514a379B997e0798FDcC901Ee474B6D9A1,0xd36a1616eab8a75127daa377a2f09736f64d1e82c899d051d2858e1a66292703
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x79ab7311b9b2803f2151f79cdc94acc2898c8830d2dfa31263a338273d12522d,6685575,b'',NewExchange,0x4785cEDbd89C818D60988dc5979b029F3900B54b,0x9850347954bB5528004963A7a196328e4596C6e7,1541952989,0x4805F9568bCA23bEf099C2A317346b42146384a1,0x4518bf81ec4ee4815a73e55a08951a863569e5aa47d87c82305a32e7e2b0799d
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x535a7a1761380fa1e562a3b370720eb34c25c2130d6fa41ceec39ee3ea360735,6686066,b'',NewExchange,0x701564Aa6E26816147D4fa211a0779F1B774Bb9B,0xbC60AA031a9f34BD7992c99eaE5e2C4Dd1b5dBc3,1541960160,0xB6eD7644C69416d67B522e20bC294A9a9B405B31,0xb8dd3008b25481d44d748f78a541889046b1ab16afc962e532740cc3b9109c59
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x90df6fd99bf6f5683421dfcc8f8483e98478681b73b6ef7b7945dad3588e63fe,6686248,b'',NewExchange,0x380FDc8bB8722915076a09479d1bbC75e69c8Be0,0xf21f468C31b1742d23FA47bd172e0BF48A2b5D8B,1541962788,0x2BF91c18Cd4AE9C2f2858ef9FE518180F7B5096D,0x3b8028fed0183f1629a0f30d92baeee0a7fac92309181924d47336b32c66be22
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x1f268ab5056a1ab316f7c3838cbfd73983859df39b3e4cb73ef1603579abd5f2,6694359,b'',NewExchange,0xC0C59cDe851bfcbdddD3377EC10ea54A18Efb937,0x003933989385fAb554623D558523cfD23Cea8503,1542076748,0x4156D3342D5c385a87D264F90653733592000581,0x09e9b31342170b10723518c32b17d1c424ba133512926e50817eb0883a8e56cf
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x99eb23c22cf1573a8ede71b836bc894259b1c04c96f802772b35dd82697f3097,6696273,b'',NewExchange,0xb2744df7BfbB4802F44fd1B1fD9012502d4AF704,0xe02fB1fc5b75C1682453383d22ca444484b062ba,1542104055,0x327682779bAB2BF4d1337e8974ab9dE8275A7Ca8,0x3d14c615e47cfd11724867a89efbae0eab93998f38df7f6f2554f861aaf02c29
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x1c7ec2073f386f19242750c0e6186d77c5d115f7be63e8644c6851624dede9c5,6697374,b'',NewExchange,0xc4a1C45D5546029Fd57128483aE65b56124BFA6A,0x010afb8548a5D1a3a3D62f58CA0a5A1329974206,1542120032,0x58b6A8A3302369DAEc383334672404Ee733aB239,0x1096c5025ea6cca0969cf03065923fefcffff0748c3ba83e7df38f47e246718b
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x84f43e242f9b90186a8ea8fe1754f4f64eea88ffb19ecce80c42449cf5f5f862,6702758,b'',NewExchange,0xD1f3e9B413f5c9Fd56F044699c64ff710E7e5A9A,0xbdFD4f31c55ccB866AB6Ff9ed2863F1A4ceaC8d6,1542196738,0xd2d6158683aeE4Cc838067727209a0aAF4359de3,0xdca30f58aae5fad53795b706da6f07ef1ed1bd1ff11bda368031df1fe3e4fc73
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x5f73a801118b1b777002cebda4ec74ecaf8e46475d3a4e8750634bd39180a369,6704429,b'',NewExchange,0xA2881A90Bf33F03E7a3f803765Cd2ED5c8928dFb,0x34aA3F359A9D614239015126635CE7732c18fDF3,1542220505,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x87a36969d41e8f37b63ecaf4a2f9395921e4d1aa12c600dc013139e89cf20af7
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x4399036154fc7dd9e766ac052cd2a9c52bb667a13f69b2f34d840a04aadf2c21,6724426,b'',NewExchange,0xbd4479C98DC21563Ba822c3C206D8339698e2dd4,0x911b7F852B7fe832Ee21B426393c4f034f39512e,1542502261,0x7B22938ca841aA392C93dBB7f4c42178E3d65E88,0x8f8fa9a01ef160184afa7bfddc9dc9f1822af2bca9a10395c626f17deacc5be8
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0xe2c25da369db6559b8c527c799b724518c9ade42d86858be5e1e3ef2086d301c,6728640,b'',NewExchange,0xD1A8c5ba35752E4b62C71C795A3F6481FaA4D36e,0x4e6D5A180E48be883aE29762Aa7Fb77531fdc3bA,1542561536,0xE34e1944E776f39B9252790a0527eBDa647aE668,0x03a652c25cd4023e937f8b39943988fe71274fdcadb3468431660b23dab989f0
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0xa719ff15abad13372e839c4632c8eb70b36d1fe38a9eda973b6d76844a0903f1,6742515,b'',NewExchange,0x7d31fc38dDD7d6907F820F4268f1d8D5d5797826,0x124E1FafCadc2c017a17B4bBBBfFF3867b7dEE35,1542759844,0xecF3958d0f82291CA1FF6c9BDa8Eb3c50eE41cE3,0xba1e510f27d17c757e77794a00df0c6ad12c32f1a518bf2434e7ddd827f56369
0xc0a47dFe034B400B47bDaD5FecDa2621de6c4d95,0x13f76ef1deaced348c7328781be34436cd332b5a012d4e1c21bbd2aea8d8abdb,6778650,b'',NewExchange,0x7dc095A5CF7D6208CC680fA9866F80a53911041a,0xF44FB39683b5150EE6Ba610e86F362D87a1A6575,1543270660,0x05f4a42e251f2d52b8ed15E9FEdAacFcEF1FAD27,0x8503ed3639eba95f92f007f7d596200a0fb60b3953b504afb304f4710a120d4d
