blockNumber,timestamp,msg.sender,pool,token,transactionHash,token_symbol,token_name
6650139,1541451612,0xc4b258A1f6774bbd42667ea2969cB4175CA1fCd6,0x069C97DBA948175D10af4b2414969e0B88d44669,0xB62132e35a6c13ee1EE0f84dC5d40bad8d815206,0x5d76824435da8d03f42ab0e1b48528fc7ae6a19546fab5cae7dda0ffdd3cdc98,NEXO,Nexo
6654368,1541512055,0xc633810321903c2d238A44358dB7A9794950D04b,0x17e5BF07D696eaf0d14caA4B44ff8A1E17B34de3,0x8f3470A7388c05eE4e7AF3d01D8C722b0FF52374,0x365d817ec0f60a5f244fc1d4756b68ff6a938772796fa6915ad7bdba9a485578,VERI,Veritaseum
6654876,1541519149,0x395d48020EF5e29168706e16258db6c6c4D7d317,0xaA3B3810c8AaDA6cBd2Ce262699903ad7AE6a7ef,0x0AbdAce70D3790235af448C88547603b945604ea,0xc34a831e518d52c7a978328cef791934172c6aaaceff86873ed2a9270377c6cb,DNT,district0x Network Token
6655658,1541530119,0x2D731A3f9d5De3DF5d9980Db8E9c910484979D24,0xeA3A62838477082d8f2106c43796D636dc78d8A4,0xb683D83a532e2Cb7DFa5275eED3698436371cc9f,0x5781841c18cf308dc9aea58aa717548dbce9f6278f2f07870865f99e14ad4992,BTU,BTU Protocol
6657847,1541561529,0x2b053AE11104925fEe42dB51843875a9712236A0,0x69f276aBd6456152d519D23086031DA7c73F91b8,0x57Ab1E02fEE23774580C119740129eAC7081e9D3,0x3a8dd87be199a3aa04bda8f7eb6c1d1ddb64bad2e1a3b6f7153f6b5f0a5f753d,,
6659255,1541581673,0x988C2BF852D60B05f7545F0762eA5D75B1915279,0x60a87cC7Fca7E53867facB79DA73181B1bB4238B,0x419D0d8BdD9aF5e606Ae2232ed285Aff190E711b,0x3684924a13dc2c028640567f39fc27f31c072f2a8cefc4a0fb37710ac02f71b5,FUN,FunFair
6659442,1541584258,0x759D996FAfCD53f6a0F187c278F34275FE28c78E,0xE18256CD23EFcDC4f95581e86f61EA1b09afD02a,0x5adc961D6AC3f7062D2eA45FEFB8D8167d44b190,0xf12d0b81400e673714ae66f083fd62ba33280fcd4d9f1ff52c5518432a599538,DTH,Dether
6660369,1541597330,0x395d48020EF5e29168706e16258db6c6c4D7d317,0x055BAb4bcC17d2AB155fff017fC5E093556C6aD2,0xEB9951021698B42e4399f9cBb6267Aa35F82D59D,0x8726caa24fcc3311a91e59ad2612cb77c27e85dd3c13aed2f00ae79f99502e30,,
6660894,1541604435,0x395d48020EF5e29168706e16258db6c6c4D7d317,0x2E642b8D59B45a1D8c5aEf716A84FF44ea665914,0x0D8775F648430679A709E98d2b0Cb6250d2887EF,0xb72700c8da1e91e9b87e1253642b960901836ad25f48855aa382446f359652ce,BAT,Basic Attention Token
6660951,1541605206,0xc8F6b14cf78c5947C0088b5B7fF7e694C23DCD07,0x38577ccec0cefFD178FD3Be66e1c6f531BFa410e,0xaA7a9CA87d3694B5755f213B5D04094b8d0F0A6F,0xb4d12db127d36ff77e08b65cc6d993b5b4562830790ebdc0c2b0f787f046ac7e,TRAC,Trace Token
6665608,1541670834,0xf8adC1d947Be5AA5152a08127e0641bc33d16B1d,0xEf465915f2D6d8183a7D5eE134A53f00c780d3E9,0x6B01c3170ae1EFEBEe1a3159172CB3F7A5ECf9E5,0x2382e83151bf57e4174ad221efd73eadbe7eef139841ea59174ef8bccb04ebac,BOOTY,BOOTY
6668287,1541708823,0x911C7d71664ED494310951f6C0d66f79BcD42B37,0xF506828B166de88cA2EDb2A98D960aBba0D2402A,0x93ED3FBe21207Ec2E8f2d3c3de6e058Cb73Bc04d,0x3ff26f09dae91d833a2cb99fe15a831f3b2a7419f8d21eea30a81ccb0f428f8f,PNK,Pinakion
6673467,1541782260,0x003933989385fAb554623D558523cfD23Cea8503,0x1C6c712b1F4a7c263B1DBd8F97fb447c945d3b9a,0x41e5560054824eA6B0732E656E3Ad64E20e94E45,0x67a061739f7456a10828620232bbfd5b734db3e4bb01d61f4929e655ae3c5c71,CVC,Civic
6673768,1541786343,0x003933989385fAb554623D558523cfD23Cea8503,0xE79fE64771d5351b936eEaC6222682C3D878063E,0xfe5F141Bf94fE84bC28deD0AB966c16B17490657,0x03b46aa72f082a8dd0e4a225149b1b6718a19cf55ffc7ad2ed46e1dc06ede541,LBA,LibraToken
6673959,1541789166,0x003933989385fAb554623D558523cfD23Cea8503,0x8a8D7aD4b89D91983cd069C58C4AA9F2f4166298,0x7C5A0CE9267ED19B22F8cae653F198e3E8daf098,0x7fb0acb25d5c8c71e7010c867a867819a05b8b7e6d14a7145a0bf0d25a9c5895,SAN,SANtiment network token
6673963,1541789205,0x003933989385fAb554623D558523cfD23Cea8503,0x817e391bAf312Dc5078CD7A98a7A0255ac63Ca48,0x7728dFEF5aBd468669EB7f9b48A7f70a501eD29D,0x1382d436be4fea164eb75e3311806e6ef0c2c2d22c7bc3161e8c5bf5a058f76f,PRG,PRG
6675074,1541805171,0x003933989385fAb554623D558523cfD23Cea8503,0xdF02FFeaFdB79e564ae9fdaC6545C5f4c2178400,0x8eB24319393716668D768dCEC29356ae9CfFe285,0x66fe820920952e98a24c10ef3325b36faadb0dca0fa6841a9189fbe87731691b,AGI,SingularityNET Token
6675572,1541812165,0x003933989385fAb554623D558523cfD23Cea8503,0xa1c467dC897a36689dbbADcC212B212b4f526E49,0x5BC7e5f0Ab8b2E10D2D0a3F21739FCe62459aeF3,0x4086ac068c43ea40cee99643ebab5d3c4bc6d945d30d8c50bda08c2f3fea1afd,ENTRP,Hut34 Entropy Token
6676044,1541819002,0x003933989385fAb554623D558523cfD23Cea8503,0xE8Bc0a210aAF86dAb4DD600facA5CfE492e2e084,0x8Ae4BF2C33a8e667de34B54938B0ccD03Eb8CC06,0xecc2986892b8972baa14a42f3e1df64365efaa1e2aba56048e1f1cca112e031e,PTOY,Patientory
6676161,1541820740,0x00033390560d00f372ae50cD070b8124be5ecE5d,0x467fB51D54d7e51eE925F7f1a81AD5f2a0211169,0x888666CA69E0f178DED6D75b5726Cee99A87D698,0x95ce4110bcd082f555b6a9d3f4f82dbd396730e08c6c2bd18b8c86adebad4a2f,ICN,ICONOMI
6676273,1541822120,0x003933989385fAb554623D558523cfD23Cea8503,0x2Bf5A5bA29E60682fC56B2Fcf9cE07Bef4F6196f,0x1776e1F26f98b1A5dF9cD347953a26dd3Cb46671,0x95621e3460367f647aca9aa0cfd7e35b965af7e4d556db0931cbecf8164c9378,NMR,Numeraire
6677091,1541833619,0x342d835D86650b22bd76bAaF53e93C954673DdE9,0x21B8a991A203A440c83450564FDefa3DB10A5004,0xd4c435F5B09F855C3317c8524Cb1F586E42795fa,0x2b67d35a29450e6771ff99ec8f95acf0067247cf520af93274ebf9f4eed178a8,CND,Cindicator Token
6681138,1541890576,0x7A0532bf8293CB4f4273df4A7cD9Ef508925E132,0x394e524b47A3AB3D3327f7fF6629dC378c1494a3,0x168296bb09e24A88805CB9c33356536B980D3fC5,0xb1a9c80406239e5f31f1a752b3694e637b7be7c965f5d5804927fcb2771e162e,RHOC,RHOC
6681568,1541896947,0xD21e9A1471b65465166E99832Ade5bd1e3a85c9e,0x43892992B0b102459E895B88601Bb2C76736942c,0x408e41876cCCDC0F92210600ef50372656052a38,0xe78c35068e68b57c1699b322e9ae8f9f6df9b93ecb1d03b7e0cf6e283641bf8f,REN,Republic Token
6681910,1541901511,0xfDc6a17917115498A3Ed417D4A89224685f26EA3,0x4B17685b330307C751B47f33890c8398dF4Fe407,0x12B19D3e2ccc14Da04FAe33e63652ce469b3F2FD,0xba203394b79208efeab0e12b46507a76d94fb560777df593fad8ea9adb22f5a9,GRID,GRID Token
6684263,1541935097,0xb8dc24569eEd78375C71808a865a8A013bD2cB7C,0x077d52B047735976dfdA76feF74d4d988AC25196,0x960b236A07cf122663c4303350609A66A7B288C0,0xf72fbcca0b8fbc901a06160a654cb19b062f233736dd80675928baf1209877e5,ANT,Aragon Network Token
6685476,1541951980,0x003933989385fAb554623D558523cfD23Cea8503,0x28991ac221054bee3a38aE9aD0Fb3D0c3E45d0cF,0xE50365f5D679CB98a1dd62D6F6e58e59321BcdDf,0x70c4cf7d3dac23e950d3abe3c012a4a67bf4120b1b475b4e6d8b4208fbc63927,LAToken,LAToken
6685478,1541951994,0x003933989385fAb554623D558523cfD23Cea8503,0xaec97872D14aC79e95Fff18c169BFd183efc6962,0xBEB9eF514a379B997e0798FDcC901Ee474B6D9A1,0xd36a1616eab8a75127daa377a2f09736f64d1e82c899d051d2858e1a66292703,MLN,Melon Token
6685575,1541952989,0x9850347954bB5528004963A7a196328e4596C6e7,0x4785cEDbd89C818D60988dc5979b029F3900B54b,0x4805F9568bCA23bEf099C2A317346b42146384a1,0x4518bf81ec4ee4815a73e55a08951a863569e5aa47d87c82305a32e7e2b0799d,e11,Experimental Token
6686066,1541960160,0xbC60AA031a9f34BD7992c99eaE5e2C4Dd1b5dBc3,0x701564Aa6E26816147D4fa211a0779F1B774Bb9B,0xB6eD7644C69416d67B522e20bC294A9a9B405B31,0xb8dd3008b25481d44d748f78a541889046b1ab16afc962e532740cc3b9109c59,0xBTC,0xBitcoin Token
6686248,1541962788,0xf21f468C31b1742d23FA47bd172e0BF48A2b5D8B,0x380FDc8bB8722915076a09479d1bbC75e69c8Be0,0x2BF91c18Cd4AE9C2f2858ef9FE518180F7B5096D,0x3b8028fed0183f1629a0f30d92baeee0a7fac92309181924d47336b32c66be22,KIWI,KIWI Token
6694359,1542076748,0x003933989385fAb554623D558523cfD23Cea8503,0xC0C59cDe851bfcbdddD3377EC10ea54A18Efb937,0x4156D3342D5c385a87D264F90653733592000581,0x09e9b31342170b10723518c32b17d1c424ba133512926e50817eb0883a8e56cf,SALT,Salt
6696273,1542104055,0xe02fB1fc5b75C1682453383d22ca444484b062ba,0xb2744df7BfbB4802F44fd1B1fD9012502d4AF704,0x327682779bAB2BF4d1337e8974ab9dE8275A7Ca8,0x3d14c615e47cfd11724867a89efbae0eab93998f38df7f6f2554f861aaf02c29,BPT,Blockport Token
6697374,1542120032,0x010afb8548a5D1a3a3D62f58CA0a5A1329974206,0xc4a1C45D5546029Fd57128483aE65b56124BFA6A,0x58b6A8A3302369DAEc383334672404Ee733aB239,0x1096c5025ea6cca0969cf03065923fefcffff0748c3ba83e7df38f47e246718b,LPT,Livepeer Token
6702758,1542196738,0xbdFD4f31c55ccB866AB6Ff9ed2863F1A4ceaC8d6,0xD1f3e9B413f5c9Fd56F044699c64ff710E7e5A9A,0xd2d6158683aeE4Cc838067727209a0aAF4359de3,0xdca30f58aae5fad53795b706da6f07ef1ed1bd1ff11bda368031df1fe3e4fc73,BNTY,Bounty0x Token
6704429,1542220505,0x34aA3F359A9D614239015126635CE7732c18fDF3,0xA2881A90Bf33F03E7a3f803765Cd2ED5c8928dFb,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x87a36969d41e8f37b63ecaf4a2f9395921e4d1aa12c600dc013139e89cf20af7,WETH,Wrapped Ether
6724426,1542502261,0x911b7F852B7fe832Ee21B426393c4f034f39512e,0xbd4479C98DC21563Ba822c3C206D8339698e2dd4,0x7B22938ca841aA392C93dBB7f4c42178E3d65E88,0x8f8fa9a01ef160184afa7bfddc9dc9f1822af2bca9a10395c626f17deacc5be8,ASTRO,AstroTokens
6728640,1542561536,0x4e6D5A180E48be883aE29762Aa7Fb77531fdc3bA,0xD1A8c5ba35752E4b62C71C795A3F6481FaA4D36e,0xE34e1944E776f39B9252790a0527eBDa647aE668,0x03a652c25cd4023e937f8b39943988fe71274fdcadb3468431660b23dab989f0,HBZ,Helbiz Token
6742515,1542759844,0x124E1FafCadc2c017a17B4bBBBfFF3867b7dEE35,0x7d31fc38dDD7d6907F820F4268f1d8D5d5797826,0xecF3958d0f82291CA1FF6c9BDa8Eb3c50eE41cE3,0xba1e510f27d17c757e77794a00df0c6ad12c32f1a518bf2434e7ddd827f56369,HUM,Humanity
6778650,1543270660,0xF44FB39683b5150EE6Ba610e86F362D87a1A6575,0x7dc095A5CF7D6208CC680fA9866F80a53911041a,0x05f4a42e251f2d52b8ed15E9FEdAacFcEF1FAD27,0x8503ed3639eba95f92f007f7d596200a0fb60b3953b504afb304f4710a120d4d,ZIL,Zilliqa
6783192,1543336959,0x203526AFf6De28820E5EAc5D5137f08D0395f3cA,0x97deC872013f6B5fB443861090ad931542878126,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x4dd8319218534a4176fa747dcc806a50bac692be1f5a1fc5b2fcc95a016f69b9,USDC,USD Coin
6811497,1543740410,0xcDDa4d2e1059FAE930b80bdC4088b70416efDD89,0x884715e2dCE8757C9EE19739C366b2C7C65f05b1,0xf0Ee6b27b759C9893Ce4f094b49ad28fd15A23e4,0xc935e419dfcad326cbc25cf5816de2d2f7d6023c2922b67bcdbcf314509e20fe,ENG,Enigma
6817620,1543827877,0xA17c4E61D19c8D1a3cC3eb51724419DF87Af6212,0x329c9642EFe33A62161ddA6B4EB3821965191441,0x87f56Ee356B434187105b40F96B230F5283c0AB4,0x40b8010ddc7574a0a4b642abb9fa5a86a787ac94111b978d1da0706bf4dac750,PITCH,PITCH
6820858,1543873995,0x28cbb23A737E8562E7A446804b0D2458e1A3D0A7,0x30b16Fc2b530DBf991e1b15Ed953Cc4585f0b27C,0x722F2f3EaC7e9597C73a593f7CF3de33Fbfc3308,0x857196435625a372afdee273740e2f5810dcdbda9020d99b7adc0376529fad3f,CNUS,CoinUs
6832075,1544034508,0xC5818a636B232a8E58728d326087f443a2Bd40B0,0xBe478403aC906D329fA8EbEF1d3F9e0a48067D57,0xa6A7fCe4AFFe059548Fc39eBbc74555952A6Fb0d,0xacdbb2644e0c0523e5701b3e325be0f00b37600caa506c1b42cac8b54785f1cd,MOR,MoriaToken
6835502,1544083737,0x37c6503732e8C8B9AF50Bd3755c3530f6B032Dfd,0xBCdF538581F7167EC8228EC2C9b1Cfc2F74788c7,0x8f8221aFbB33998d8584A2B05749bA73c37a938a,0xb5da75547e52a65554c31cd29fd75d88516649c6568f65670d7cfc4f405daba7,REQ,Request Token
6849412,1544284054,0x188f8C0cE481F2Df4C70247a0ff11f05157d7d2E,0xD55C1cA9F5992A2e5E379DCe49Abf24294ABe055,0xE0B7927c4aF23765Cb51314A0E0521A9645F0E2A,0xb52160b3287dfac5ac4d479fdaeba617486bbfd96f6ece63e452db0508005dc7,,
6850145,1544293714,0x73Fc93F7E41A597C7766B3530B046a6ee0387B5C,0xb6cFBf322db47D39331E306005DC7E5e6549942B,0xaAAf91D9b90dF800Df4F55c205fd6989c977E73a,0x7cd3f3f09076982bc138da1cfb7ac27d82fd11e887903f97b7ef58a6f76fbc64,TKN,Monolith TKN
6850389,1544297189,0x73Fc93F7E41A597C7766B3530B046a6ee0387B5C,0xb92dE8B30584392Af27726D5ce04Ef3c4e5c9924,0x4f3AfEC4E5a3F2A6a1A411DEF7D7dFe50eE057bF,0x86a80598720bfe99f51da02ac65b7d36e6deee8490e0bb5aff8ec6883f595732,DGX,Digix Gold Token
6851739,1544316525,0x32B2D4ec46D76Fc6dAbfe958fb0e0BD8db740C84,0x2aFc64cD5E64a32A363EA84b8CaD1ce5239a1A3D,0x006BeA43Baa3f7A6f765F14f10A1a1b08334EF45,0x517b62fa20bc919a97043fff5c8246117dbb334e852d4bae32f101277ada0976,STX,Stox
6851902,1544318729,0x653F39eBB46A7C4D0F620001fD7BA8E9b04f59b4,0x95E4649F5209dD292cAF1F087b8F1Db3bE24927f,0xCb94be6f13A1182E4A4B6140cb7bf2025d28e41B,0x6afd81aac901112da3f7f4ab6e1c33e194b29e38fb93a8e9aeea24673a65aca3,TRST,Trustcoin
6856518,1544384499,0x0ad59C344359Fdf8472E7FFbf4eB6AF4751138DA,0xC3c028721F854BC75967Cbe432fB0e221908Baa1,0x9e88613418cF03dCa54D6a2cf6Ad934A78C7A17A,0x5be70566ae6bacc198845e8846b1a5b71f0f044dd9f068c54564ee92f90bc087,SWM,Swarm Fund Token
6857947,1544404364,0xAc75b73394C329376c214663D92156AfA864a77f,0x7D839EB463B121790C99e0f017c21F0189DcC167,0xa74476443119A942dE498590Fe1f2454d7D4aC0d,0x577e289e712b3d31c88d9040d4947d86b4ee3d285d96b5bb7f64c08454daad68,GNT,Golem Network Token
6859972,1544432862,0xBCA18945DBa4B06393A257D034A0D764BB07afb6,0xb684F9b231acCdEF385F06038395E27a4E3Aa86b,0xf3bE20da25B31Bd6Ee4CE4496985b2064304C125,0x72b8dbdcb2b8974536b01380c7f47b1f0807fa5e9263992020d424ad60bd524b,MYU,MYUBI Token
6863175,1544477785,0x08717DC665247452454b6976A0Fc6aab3A97D31F,0xe3406e7D0155E0a83236eC25D34Cd3D903036669,0xD29F0b5b3F50b07Fe9a9511F7d86F4f4bAc3f8c4,0xc38f899123c43a9304891c974d2f8bfd426c87dc8bf663a9b6973ae5e9257caf,LQD,Liquidity.Network Token
6864057,1544490368,0x1680eD6A1fE73c673E778705355212235DeC3242,0x28d9353611C5A0d5a026A648c05E5d6523e41CBf,0x09617F6fD6cF8A71278ec86e23bBab29C04353a7,0x4c5639e6c59f04c76bde6784b9f8cb63b632f095945f0659f3a0b72de787ebe7,ULT,Unblocked Ledger Token
6866270,1544522443,0xD1AB10ea23535Fb2A5C5395278634FF66CaeB0c8,0xb580a2b495917B8577D9A612BE068f591E8C20F9,0x49AAa160506F7e07E6C3F6cD6316b6866025cDcB,0x3692ca51b6f63f3fe916378ad1077e79cef92505bd7af2b2a7e725f290936b6b,LIRA,Lira Cash
6866894,1544531599,0xB6A16D05f22C6685c8f718235f375c268BC877EC,0xf79cb3BEA83BD502737586A6E8B133c378FD1fF2,0x4946Fcea7C692606e8908002e55A582af44AC121,0x411b1585d27929e7d7b26b5d48eacfe02876beb80d32d3a1ce542a07471f3a13,FOAM,FOAM Token
6867051,1544533780,0x8f15C7f437c08CB559115ABB195B99413178A28e,0x8dE0d002DC83478f479dC31F76cB0a8aa7CcEa17,0xB4272071eCAdd69d933AdcD19cA99fe80664fc08,0xc8ce74ec1e2c0e779334bb3269a8ac772e0e0bbfca539843432fe1a785bf0f08,XCHF,CryptoFranc
6867639,1544542576,0x98145D44c9B1d0b6B48e58e0c144cA76Fe90105f,0x7EB81c7a0B322d31c11064105e14dce6e852E8c1,0x539EfE69bCDd21a83eFD9122571a64CC25e0282b,0xaeed228c6752827a0febdc87a3db701b83964325e77ae4bde5c3f878de648779,BLUE,Ethereum Blue
6869323,1544565784,0xDaCC0fd259CE0DE2829B38A0765970e7ab65346C,0x755160062e3e09D34AF0A00Ff8CaB8500e81e0d7,0xB9e7F8568e08d5659f5D29C4997173d84CdF2607,0x09f1277ae28347d999f080d387fc843c4989717c5ebcab0a758f368dc7eee67d,SWT,Swarm City Token
6872839,1544616803,0x06779a9848e5Df60ce0F5f63F88c5310C4c7289C,0xD91FF16Ef92568fC27F466C3c5613e43313Ab1dc,0xF970b8E36e23F7fC3FD752EeA86f8Be8D83375A6,0x9214c79acbbca8d28c916371df9232943e628c4250c795e2f74d894ad422c4f2,RCN,Ripio Credit Network Token
6873968,1544632323,0xcea6435bD3463764F835da8Fa8A26F6d4D72C3A9,0xA2E6B3EF205FeAEe475937c4883b24E6eB717eeF,0x6758B7d441a9739b98552B373703d8d3d14f9e62,0x193d30e07e3cf451f9faf8d02a0d5156e4689419281fa5f1994743c7449bb024,POA20,POA ERC20 on Foundation
6880183,1544720914,0x94607a6d8662085dACaf5CA81E860fEeeE372dE7,0x755899F0540c3548b99E68C59AdB0f15d2695188,0x687BfC3E73f6af55F0CccA8450114D107E781a0e,0xc4e1dce8920695400df4f8cd7d2b7a3c6bd9707810a95166c9e292b3f03e932f,QCH,QChi
6883817,1544772461,0x4cD9d0c14ddbd985A261b15d164BcE74b61A34cF,0x32a29C4269dEE1A9E87eb75d66DA71591A7aEE96,0x4b4a70cae3F7c84E36ce9aa19Abc98F85Db7f058,0x3d7b3094dd69ccd062d6444a0cbf80866dd6f3ef5cf033e08b1da1a9a3fa2371,FAC,Financial Aid Coin
6887195,1544820904,0xE9E62e55A3a566599909d6e97DE603305500960A,0xD202EE9690e3240aff1631D98c99717A2265fA64,0xe503A034a8C288DfA9583C43691A7B8233e27013,0x80eb27a52df064fcf8ab998c7eb288e7f997643ccd2ce98387fbf47bd654901e,SCHAP,AshleighCoin
6887260,1544821761,0xE9E62e55A3a566599909d6e97DE603305500960A,0xA0513D82f17C491DC6aB34Efd89DC372BB180378,0x3638c9e50437F00Ae53a649697F288ba68888cC1,0x51ad9c115c179ec11d60d360fda4f89d6ca3ba0d4d3f4b7d0feb168731098064,SCHAP,AshleighCoin
6895175,1544934124,0xA9123b5FD4B0975f8FF11F1dE121e3Bcf59D9a0c,0xF7B5A4b934658025390ff69dB302BC7F2AC4a542,0x26E75307Fc0C021472fEb8F727839531F112f317,0x87ff308db08fa8cd9552a6aa2ad0ab4f42287d3f77936961c507bdb1d21ad15a,C20,Crypto20
6897162,1544962901,0xB291B0AC75A54Dabd500faC734dC2D3513DeDE1f,0x6FcA96a679490ed8a80C7344799F1B090FD4c94D,0x9709907Cb2cF9e16Df841f7b145b78c230d8205E,0xfd778eff9b9479331cc6f1fb0e76990c18af42b6b5b1b75b8000cbbeda21e99f,POW,Proof of work
